paper_id,task_id,domain,condition,model_slot_id,execution_family,variant_id,registry_id,registered_rows,operational_successes,success_rate,private_score_mean,private_score_min,private_score_max,final_source_count,final_sources
agent_react,AGENT-RA-01,agent_tool_use,B,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,0,0.0,0.2708333333333333,0.0,0.8125,1,"[""fg5_exact_output_direct""]"
agent_react,AGENT-RA-01,agent_tool_use,B,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_react,AGENT-RA-01,agent_tool_use,F,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,1,0.3333333333333333,0.3958333333333333,0.0,1.0,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_react,AGENT-RA-01,agent_tool_use,F,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,2,0.6666666666666666,0.6666666666666666,0.0,1.0,3,"[""fg3_retained"",""fg5_exact_output_direct"",""response_format_successor""]"
agent_react,AGENT-RA-01,agent_tool_use,S,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,3,1.0,1.0,1.0,1.0,3,"[""fg5_exact_output_direct"",""payload_interface_successor"",""response_format_successor""]"
agent_react,AGENT-RA-01,agent_tool_use,S,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,0,0.0,0.265625,0.265625,0.265625,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_react,AGENT-RA-02,agent_tool_use,B,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,0,0.0,0.0,0.0,0.0,1,"[""payload_interface_successor""]"
agent_react,AGENT-RA-02,agent_tool_use,B,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_react,AGENT-RA-02,agent_tool_use,F,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,1,0.3333333333333333,0.3333333333333333,0.0,1.0,2,"[""fg5_exact_output_direct"",""response_format_successor""]"
agent_react,AGENT-RA-02,agent_tool_use,F,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,1,0.3333333333333333,0.3333333333333333,0.0,1.0,2,"[""fg3_retained"",""fg5_exact_output_direct""]"
agent_react,AGENT-RA-02,agent_tool_use,S,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,0,0.0,0.0,0.0,0.0,1,"[""payload_interface_successor""]"
agent_react,AGENT-RA-02,agent_tool_use,S,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,1,"[""payload_interface_successor""]"
agent_reflexion,AGENT-RF-01,agent_tool_use,B,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,0,0.0,0.109375,0.0,0.296875,1,"[""fg5_exact_output_direct""]"
agent_reflexion,AGENT-RF-01,agent_tool_use,B,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,0,0.0,0.08333333333333333,0.0,0.25,1,"[""fg5_exact_output_direct""]"
agent_reflexion,AGENT-RF-01,agent_tool_use,F,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,0,0.0,0.19270833333333334,0.0,0.578125,2,"[""fg3_retained"",""response_format_successor""]"
agent_reflexion,AGENT-RF-01,agent_tool_use,F,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,0,0.0,0.234375,0.0,0.578125,2,"[""fg5_exact_output_direct"",""response_format_successor""]"
agent_reflexion,AGENT-RF-01,agent_tool_use,S,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,1,0.3333333333333333,0.5260416666666666,0.0,1.0,3,"[""fg5_exact_output_direct"",""payload_interface_successor"",""response_format_successor""]"
agent_reflexion,AGENT-RF-01,agent_tool_use,S,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,1,0.3333333333333333,0.71875,0.578125,1.0,1,"[""fg5_exact_output_direct""]"
agent_reflexion,AGENT-RF-02,agent_tool_use,B,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,0,0.0,0.0,0.0,0.0,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_reflexion,AGENT-RF-02,agent_tool_use,B,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,0,0.0,0.16666666666666666,0.0,0.5,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_reflexion,AGENT-RF-02,agent_tool_use,F,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,0,0.0,0.19791666666666666,0.0,0.59375,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_reflexion,AGENT-RF-02,agent_tool_use,F,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,2,"[""fg3_retained"",""response_format_successor""]"
agent_reflexion,AGENT-RF-02,agent_tool_use,S,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,0,0.0,0.0,0.0,0.0,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_reflexion,AGENT-RF-02,agent_tool_use,S,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,1,"[""payload_interface_successor""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,claude_opus_4_7,required_closed_models,primary_dag_ratio_60_v1,A,3,0,0.0,0.0,0.0,0.0,1,"[""fg5_exact_output_direct""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,claude_opus_4_7,required_closed_models,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,2,"[""fg5_exact_output_direct"",""integrity_digest_successor""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,deepseek_primary,primary,primary_dag_ratio_60_v1,A,3,0,0.0,0.0,0.0,0.0,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,deepseek_primary,primary,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,gpt_5_5,required_closed_models,primary_dag_ratio_60_v1,A,3,0,0.0,0.0,0.0,0.0,1,"[""fg5_exact_output_direct""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,gpt_5_5,required_closed_models,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,1,"[""fg5_exact_output_direct""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,gpt_5_6_luna,remote_anchor,primary_dag_ratio_60_v1,A,3,0,0.0,0.0,0.0,0.0,1,"[""integrity_digest_successor""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,gpt_5_6_luna,remote_anchor,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,1,"[""integrity_digest_successor""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,gpt_5_6_sol,required_closed_models,primary_dag_ratio_60_v1,A,3,0,0.0,0.0,0.0,0.0,1,"[""fg5_exact_output_direct""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,gpt_5_6_sol,required_closed_models,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,1,"[""fg5_exact_output_direct""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,gpt_5_6_terra,required_closed_models,primary_dag_ratio_60_v1,A,3,0,0.0,0.0,0.0,0.0,2,"[""fg5_exact_output_direct"",""integrity_digest_successor""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,B,gpt_5_6_terra,required_closed_models,primary_dag_ratio_60_v1,B,3,0,0.0,0.0,0.0,0.0,1,"[""integrity_digest_successor""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,C,deepseek_primary,alternate_reducers,dag_greedy_ratio_60_v1,A,3,1,0.3333333333333333,0.3333333333333333,0.0,1.0,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
agent_toolformer,AGENT-TF-01,agent_tool_use,C,deepseek_primary,alternate_reducers,dag_greedy_ratio_60_v1,B,3,1,0.3333333333333333,0.3333333333333333,0.0,1.0,2,"[""fg5_exact_output_direct"",""payload_interface_successor""]"
